Group,Time,Feature,SHAP_Value,BaseValue
Group 508,9,Chi2n,0.0070438385009765625,-0.12660813331604004
Group 508,9,Chi2v,-0.02916663885116577,-0.12660813331604004
Group 508,9,Chi3n,0.037162959575653076,-0.12660813331604004
Group 508,9,Chi3v,-0.024342119693756104,-0.12660813331604004
Group 508,9,Chi4n,0.15541747212409973,-0.12660813331604004
Group 508,9,Chi4v,0.37393316626548767,-0.12660813331604004
Group 508,9,HallKierAlpha,0.23524343967437744,-0.12660813331604004
Group 508,9,Ipc,-0.032124996185302734,-0.12660813331604004
Group 508,9,Kappa1,-0.02210935950279236,-0.12660813331604004
Group 508,9,Kappa2,-0.010479450225830078,-0.12660813331604004
Group 508,9,Kappa3,0.004670530557632446,-0.12660813331604004
Group 508,9,LabuteASA,-0.01918947696685791,-0.12660813331604004
Group 508,9,PEOE_VSA1,-0.0008615255355834961,-0.12660813331604004
Group 508,9,PEOE_VSA10,0.07880532741546631,-0.12660813331604004
Group 508,9,PEOE_VSA11,0.01618829369544983,-0.12660813331604004
Group 508,9,PEOE_VSA12,0.0032963454723358154,-0.12660813331604004
Group 508,9,PEOE_VSA13,0.000681757926940918,-0.12660813331604004
Group 508,9,PEOE_VSA14,-0.026213139295578003,-0.12660813331604004
Group 508,9,PEOE_VSA2,0.014912664890289307,-0.12660813331604004
Group 508,9,PEOE_VSA3,-0.003659963607788086,-0.12660813331604004
Group 508,9,PEOE_VSA4,-0.008931577205657959,-0.12660813331604004
Group 508,9,PEOE_VSA5,-0.0057141780853271484,-0.12660813331604004
Group 508,9,PEOE_VSA6,0.11879414319992065,-0.12660813331604004
Group 508,9,PEOE_VSA7,0.004480481147766113,-0.12660813331604004
Group 508,9,PEOE_VSA8,0.005810678005218506,-0.12660813331604004
Group 508,9,PEOE_VSA9,-0.000962674617767334,-0.12660813331604004
Group 508,9,SMR_VSA1,0.04144012928009033,-0.12660813331604004
Group 508,9,SMR_VSA10,-0.0180056095123291,-0.12660813331604004
Group 508,9,SMR_VSA2,-0.0018159151077270508,-0.12660813331604004
Group 508,9,SMR_VSA3,-0.020426422357559204,-0.12660813331604004
Group 508,9,SMR_VSA4,0.061324238777160645,-0.12660813331604004
Group 508,9,SMR_VSA5,0.01275724172592163,-0.12660813331604004
Group 508,9,SMR_VSA6,0.00253903865814209,-0.12660813331604004
Group 508,9,SMR_VSA7,-0.021802574396133423,-0.12660813331604004
Group 508,9,SMR_VSA8,0.0,-0.12660813331604004
Group 508,9,SMR_VSA9,-0.0016229748725891113,-0.12660813331604004
Group 508,9,SlogP_VSA1,-0.060826897621154785,-0.12660813331604004
Group 508,9,SlogP_VSA10,-0.007745504379272461,-0.12660813331604004
Group 508,9,SlogP_VSA11,0.0028756260871887207,-0.12660813331604004
Group 508,9,SlogP_VSA12,-0.00384443998336792,-0.12660813331604004
Group 508,9,SlogP_VSA2,0.045928001403808594,-0.12660813331604004
Group 508,9,SlogP_VSA3,0.03446614742279053,-0.12660813331604004
Group 508,9,SlogP_VSA4,0.006279736757278442,-0.12660813331604004
Group 508,9,SlogP_VSA5,0.0254707932472229,-0.12660813331604004
Group 508,9,SlogP_VSA6,-0.0035056471824645996,-0.12660813331604004
Group 508,9,SlogP_VSA7,0.007617324590682983,-0.12660813331604004
Group 508,9,SlogP_VSA8,-2.384185791015625e-05,-0.12660813331604004
Group 508,9,SlogP_VSA9,0.0,-0.12660813331604004
Group 508,9,TPSA,-0.004457235336303711,-0.12660813331604004
Group 508,9,EState_VSA1,0.046328604221343994,-0.12660813331604004
Group 508,9,EState_VSA10,0.002407073974609375,-0.12660813331604004
Group 508,9,EState_VSA11,-0.05400443077087402,-0.12660813331604004
Group 508,9,EState_VSA2,-0.0393604040145874,-0.12660813331604004
Group 508,9,EState_VSA3,-0.0009775757789611816,-0.12660813331604004
Group 508,9,EState_VSA4,-0.004889845848083496,-0.12660813331604004
Group 508,9,EState_VSA5,-0.004719406366348267,-0.12660813331604004
Group 508,9,EState_VSA6,0.08027291297912598,-0.12660813331604004
Group 508,9,EState_VSA7,0.0035570859909057617,-0.12660813331604004
Group 508,9,EState_VSA8,-0.001723945140838623,-0.12660813331604004
Group 508,9,EState_VSA9,0.011933505535125732,-0.12660813331604004
Group 508,9,VSA_EState1,0.00721365213394165,-0.12660813331604004
Group 508,9,VSA_EState10,-0.0030640065670013428,-0.12660813331604004
Group 508,9,VSA_EState2,0.027932196855545044,-0.12660813331604004
Group 508,9,VSA_EState3,0.01243811845779419,-0.12660813331604004
Group 508,9,VSA_EState4,0.008203268051147461,-0.12660813331604004
Group 508,9,VSA_EState5,0.009247541427612305,-0.12660813331604004
Group 508,9,VSA_EState6,0.011481106281280518,-0.12660813331604004
Group 508,9,VSA_EState7,-0.006240814924240112,-0.12660813331604004
Group 508,9,VSA_EState8,0.003609895706176758,-0.12660813331604004
Group 508,9,VSA_EState9,0.0034667253494262695,-0.12660813331604004
Group 508,9,FractionCSP3,0.027808934450149536,-0.12660813331604004
Group 508,9,HeavyAtomCount,-0.010414361953735352,-0.12660813331604004
Group 508,9,NHOHCount,0.00600433349609375,-0.12660813331604004
Group 508,9,NOCount,0.005121827125549316,-0.12660813331604004
Group 508,9,NumAliphaticCarbocycles,0.005533844232559204,-0.12660813331604004
Group 508,9,NumAliphaticHeterocycles,0.005754292011260986,-0.12660813331604004
Group 508,9,NumAliphaticRings,0.027181148529052734,-0.12660813331604004
Group 508,9,NumAromaticCarbocycles,0.02170860767364502,-0.12660813331604004
Group 508,9,NumAromaticHeterocycles,-0.0013452768325805664,-0.12660813331604004
Group 508,9,NumAromaticRings,0.04347580671310425,-0.12660813331604004
Group 508,9,NumHAcceptors,0.007164806127548218,-0.12660813331604004
Group 508,9,NumHDonors,0.004180490970611572,-0.12660813331604004
Group 508,9,NumHeteroatoms,-0.005185037851333618,-0.12660813331604004
Group 508,9,NumRotatableBonds,-0.0026908516883850098,-0.12660813331604004
Group 508,9,NumSaturatedCarbocycles,0.004968881607055664,-0.12660813331604004
Group 508,9,NumSaturatedHeterocycles,0.009207665920257568,-0.12660813331604004
Group 508,9,NumSaturatedRings,0.0017160773277282715,-0.12660813331604004
Group 508,9,RingCount,-0.024403929710388184,-0.12660813331604004
Group 508,9,MolLogP,-0.00817859172821045,-0.12660813331604004
Group 508,9,MolMR,0.003073453903198242,-0.12660813331604004
Group 508,9,fr_Al_COO,-0.013265848159790039,-0.12660813331604004
Group 508,9,fr_Al_OH,0.044247448444366455,-0.12660813331604004
Group 508,9,fr_Al_OH_noTert,0.0114327073097229,-0.12660813331604004
Group 508,9,fr_ArN,-0.02554360032081604,-0.12660813331604004
Group 508,9,fr_Ar_COO,0.017621994018554688,-0.12660813331604004
Group 508,9,fr_Ar_N,-0.0020301342010498047,-0.12660813331604004
Group 508,9,fr_Ar_NH,-0.05238741636276245,-0.12660813331604004
Group 508,9,fr_Ar_OH,0.01083219051361084,-0.12660813331604004
Group 508,9,fr_COO,0.02617466449737549,-0.12660813331604004
Group 508,9,fr_COO2,0.003567308187484741,-0.12660813331604004
Group 508,9,fr_C_O,0.0019745230674743652,-0.12660813331604004
Group 508,9,fr_C_O_noCOO,0.002860426902770996,-0.12660813331604004
Group 508,9,fr_C_S,0.02109488844871521,-0.12660813331604004
Group 508,9,fr_HOCCN,0.024354100227355957,-0.12660813331604004
Group 508,9,fr_Imine,0.0072095394134521484,-0.12660813331604004
Group 508,9,fr_NH0,7.838010787963867e-06,-0.12660813331604004
Group 508,9,fr_NH1,0.006090223789215088,-0.12660813331604004
Group 508,9,fr_NH2,0.02241453528404236,-0.12660813331604004
Group 508,9,fr_N_O,0.2754654884338379,-0.12660813331604004
Group 508,9,fr_Ndealkylation1,-0.03700020909309387,-0.12660813331604004
Group 508,9,fr_Ndealkylation2,0.021217703819274902,-0.12660813331604004
Group 508,9,fr_Nhpyrrole,0.002714872360229492,-0.12660813331604004
Group 508,9,fr_SH,0.19525909423828125,-0.12660813331604004
Group 508,9,fr_aldehyde,0.00011360645294189453,-0.12660813331604004
Group 508,9,fr_alkyl_carbamate,-0.0542050302028656,-0.12660813331604004
Group 508,9,fr_alkyl_halide,0.0008449256420135498,-0.12660813331604004
Group 508,9,fr_allylic_oxid,-0.006547451019287109,-0.12660813331604004
Group 508,9,fr_amide,-0.006760597229003906,-0.12660813331604004
Group 508,9,fr_amidine,-0.019214868545532227,-0.12660813331604004
Group 508,9,fr_aniline,0.003372788429260254,-0.12660813331604004
Group 508,9,fr_aryl_methyl,-0.0010516345500946045,-0.12660813331604004
Group 508,9,fr_azide,0.23555779457092285,-0.12660813331604004
Group 508,9,fr_azo,-0.1917533278465271,-0.12660813331604004
Group 508,9,fr_barbitur,0.0,-0.12660813331604004
Group 508,9,fr_benzene,0.004245162010192871,-0.12660813331604004
Group 508,9,fr_benzodiazepine,0.0,-0.12660813331604004
Group 508,9,fr_bicyclic,0.017316758632659912,-0.12660813331604004
Group 508,9,fr_diazo,0.0,-0.12660813331604004
Group 508,9,fr_dihydropyridine,0.04333782196044922,-0.12660813331604004
Group 508,9,fr_epoxide,0.03672987222671509,-0.12660813331604004
Group 508,9,fr_ester,0.001201033592224121,-0.12660813331604004
Group 508,9,fr_ether,0.023502886295318604,-0.12660813331604004
Group 508,9,fr_furan,0.002375960350036621,-0.12660813331604004
Group 508,9,fr_guanido,-0.0037003755569458008,-0.12660813331604004
Group 508,9,fr_halogen,-0.01061856746673584,-0.12660813331604004
Group 508,9,fr_hdrzine,0.3495636284351349,-0.12660813331604004
Group 508,9,fr_hdrzone,-0.0035594403743743896,-0.12660813331604004
Group 508,9,fr_imidazole,0.005781948566436768,-0.12660813331604004
Group 508,9,fr_imide,-0.010295629501342773,-0.12660813331604004
Group 508,9,fr_isocyan,0.0,-0.12660813331604004
Group 508,9,fr_isothiocyan,0.0,-0.12660813331604004
Group 508,9,fr_ketone,-0.011722922325134277,-0.12660813331604004
Group 508,9,fr_ketone_Topliss,-0.010263979434967041,-0.12660813331604004
Group 508,9,fr_lactam,0.0,-0.12660813331604004
Group 508,9,fr_lactone,-0.07044172286987305,-0.12660813331604004
Group 508,9,fr_methoxy,-0.0002917647361755371,-0.12660813331604004
Group 508,9,fr_morpholine,0.04477250576019287,-0.12660813331604004
Group 508,9,fr_nitrile,0.02268698811531067,-0.12660813331604004
Group 508,9,fr_nitro,-0.004512965679168701,-0.12660813331604004
Group 508,9,fr_nitro_arom,0.08525481820106506,-0.12660813331604004
Group 508,9,fr_nitro_arom_nonortho,0.10264837741851807,-0.12660813331604004
Group 508,9,fr_nitroso,-0.028659701347351074,-0.12660813331604004
Group 508,9,fr_oxazole,0.0,-0.12660813331604004
Group 508,9,fr_oxime,-0.07691365480422974,-0.12660813331604004
Group 508,9,fr_para_hydroxylation,-0.019019365310668945,-0.12660813331604004
Group 508,9,fr_phenol,0.003735452890396118,-0.12660813331604004
Group 508,9,fr_phenol_noOrthoHbond,-1.1920928955078125e-05,-0.12660813331604004
Group 508,9,fr_phos_acid,-0.005887091159820557,-0.12660813331604004
Group 508,9,fr_phos_ester,0.07591593265533447,-0.12660813331604004
Group 508,9,fr_piperdine,0.05115613341331482,-0.12660813331604004
Group 508,9,fr_piperzine,0.001537710428237915,-0.12660813331604004
Group 508,9,fr_priamide,0.07626834511756897,-0.12660813331604004
Group 508,9,fr_prisulfonamd,0.0,-0.12660813331604004
Group 508,9,fr_pyridine,0.08912330865859985,-0.12660813331604004
Group 508,9,fr_quatN,0.10387581586837769,-0.12660813331604004
Group 508,9,fr_sulfide,0.06807786226272583,-0.12660813331604004
Group 508,9,fr_sulfonamd,-0.006462216377258301,-0.12660813331604004
Group 508,9,fr_sulfone,-0.0173758864402771,-0.12660813331604004
Group 508,9,fr_term_acetylene,0.04261982440948486,-0.12660813331604004
Group 508,9,fr_tetrazole,0.06733191013336182,-0.12660813331604004
Group 508,9,fr_thiazole,0.16262805461883545,-0.12660813331604004
Group 508,9,fr_thiocyan,0.0,-0.12660813331604004
Group 508,9,fr_thiophene,0.004741162061691284,-0.12660813331604004
Group 508,9,fr_unbrch_alkane,-0.01733684539794922,-0.12660813331604004
Group 508,9,fr_urea,0.020792603492736816,-0.12660813331604004
Group 414,9,Initial_Weight,0.012862741947174072,-0.12660813331604004
Group 414,9,BET,-0.04885698854923248,-0.12660813331604004
Group 414,9,Time,0.06713885068893433,-0.12660813331604004
Group 414,9,RH,0.6827679872512817,-0.12660813331604004
Group 414,9,MACCS_0,0.0,-0.12660813331604004
Group 414,9,MACCS_1,0.0,-0.12660813331604004
Group 414,9,MACCS_2,0.0,-0.12660813331604004
Group 414,9,MACCS_3,0.15424507856369019,-0.12660813331604004
Group 414,9,MACCS_4,0.0,-0.12660813331604004
Group 414,9,MACCS_5,0.0,-0.12660813331604004
Group 414,9,MACCS_6,0.0,-0.12660813331604004
Group 414,9,MACCS_7,0.0,-0.12660813331604004
Group 414,9,MACCS_8,0.027471303939819336,-0.12660813331604004
Group 414,9,MACCS_9,-0.12560826539993286,-0.12660813331604004
Group 414,9,MACCS_10,0.07245343923568726,-0.12660813331604004
Group 414,9,MACCS_11,0.18483775854110718,-0.12660813331604004
Group 414,9,MACCS_12,0.003132641315460205,-0.12660813331604004
Group 414,9,MACCS_13,0.6026881337165833,-0.12660813331604004
Group 414,9,MACCS_14,0.0,-0.12660813331604004
Group 414,9,MACCS_15,0.01489037275314331,-0.12660813331604004
Group 414,9,MACCS_16,-0.08376729488372803,-0.12660813331604004
Group 414,9,MACCS_17,-0.009111374616622925,-0.12660813331604004
Group 414,9,MACCS_18,0.2987666130065918,-0.12660813331604004
Group 414,9,MACCS_19,0.12549543380737305,-0.12660813331604004
Group 414,9,MACCS_20,0.1153469979763031,-0.12660813331604004
Group 414,9,MACCS_21,0.024283379316329956,-0.12660813331604004
Group 414,9,MACCS_22,0.03148597478866577,-0.12660813331604004
Group 414,9,MACCS_23,0.017766594886779785,-0.12660813331604004
