binary_label,hygroscopicity_category,group,Initial_Weight,MACCS_0,MACCS_1,MACCS_2,MACCS_3,MACCS_4,MACCS_5,MACCS_6,MACCS_7,MACCS_8,MACCS_9,MACCS_10,MACCS_11,MACCS_12,MACCS_13,MACCS_14,MACCS_15,MACCS_16,MACCS_17,MACCS_18,MACCS_19,MACCS_20,MACCS_21,MACCS_22,MACCS_23,MACCS_24,MACCS_25,MACCS_26,MACCS_27,MACCS_28,MACCS_29,MACCS_30,MACCS_31,MACCS_32,MACCS_33,MACCS_34,MACCS_35,MACCS_36,MACCS_37,MACCS_38,MACCS_39,MACCS_40,MACCS_41,MACCS_42,MACCS_43,MACCS_44,MACCS_45,MACCS_46,MACCS_47,MACCS_48,MACCS_49,MACCS_50,MACCS_51,MACCS_52,MACCS_53,MACCS_54,MACCS_55,MACCS_56,MACCS_57,MACCS_58,MACCS_59,MACCS_60,MACCS_61,MACCS_62,MACCS_63,MACCS_64,MACCS_65,MACCS_66,MACCS_67,MACCS_68,MACCS_69,MACCS_70,MACCS_71,MACCS_72,MACCS_73,MACCS_74,MACCS_75,MACCS_76,MACCS_77,MACCS_78,MACCS_79,MACCS_80,MACCS_81,MACCS_82,MACCS_83,MACCS_84,MACCS_85,MACCS_86,MACCS_87,MACCS_88,MACCS_89,MACCS_90,MACCS_91,MACCS_92,MACCS_93,MACCS_94,MACCS_95,MACCS_96,MACCS_97,MACCS_98,MACCS_99,MACCS_100,MACCS_101,MACCS_102,MACCS_103,MACCS_104,MACCS_105,MACCS_106,MACCS_107,MACCS_108,MACCS_109,MACCS_110,MACCS_111,MACCS_112,MACCS_113,MACCS_114,MACCS_115,MACCS_116,MACCS_117,MACCS_118,MACCS_119,MACCS_120,MACCS_121,MACCS_122,MACCS_123,MACCS_124,MACCS_125,MACCS_126,MACCS_127,MACCS_128,MACCS_129,MACCS_130,MACCS_131,MACCS_132,MACCS_133,MACCS_134,MACCS_135,MACCS_136,MACCS_137,MACCS_138,MACCS_139,MACCS_140,MACCS_141,MACCS_142,MACCS_143,MACCS_144,MACCS_145,MACCS_146,MACCS_147,MACCS_148,MACCS_149,MACCS_150,MACCS_151,MACCS_152,MACCS_153,MACCS_154,MACCS_155,MACCS_156,MACCS_157,MACCS_158,MACCS_159,MACCS_160,MACCS_161,MACCS_162,MACCS_163,MACCS_164,MACCS_165,MACCS_166,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,BET,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR
0,no hygroscopic,150,46.542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,11.97799627,11.97799627,0.018700869,-4.191024712,0.619558169,11.12,364.423,344.263,364.1092927,134,0,0.335306543,-0.4776378,0.4776378,0.335306543,1.24,1.92,2.48,32.23311706,10.1466682,2.229650215,-2.167752895,2.367028326,-2.159154991,7.888816683,0.069636585,2.555638132,2.591803586,817.8420742,18.44938299,13.72857754,14.54507413,11.82471707,7.735183285,9.281502763,5.396673507,6.926518449,3.417228361,4.333525547,2.179847511,2.881116955,-2.58,18.75429572,7.996833447,4.944533223,146.0330378,15.16017895,10.64499531,5.749511833,10.02329115,0,5.969305288,0,18.35130791,0,0,31.54366003,30.6862899,6.544756406,11.25083777,23.05572452,21.67998272,0,0,5.138973738,24.66086392,11.86154501,48.02802097,0,11.49902367,15.1926253,5.687386275,11.49902367,0,26.03838607,10.02329115,0,30.12336912,47.36005295,0,0,0,118.72,15.99259644,18.31886156,0,21.89583308,12.29426824,18.90801031,6.066367068,30.33183534,6.9237372,5.316788604,9.875836691,29.67397794,0,10.94828573,17.55680037,0.07376223,-0.862479424,10.92904058,1.745363115,2.542940838,-4.191024712,0.235294118,25,4,7,0,0,0,2,0,2,5,3,8,8,0,0,0,2,3.0365,94.6882
0,slightly hygroscopic,151,8.9164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,0,3,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.54,12.35039793,12.35039793,0.009117208,-1.561748105,0.694611675,49.88461538,360.45,332.226,360.193674,142,0,0.189629163,-0.392760698,0.392760698,0.189629163,1.307692308,2.038461538,2.730769231,16.31581943,9.459423514,2.674347466,-2.591359716,2.665116213,-2.612785031,6.008041431,-0.178059959,2.862035871,1.747281448,705.5499552,18.90541292,15.44222994,15.44222994,12.17050462,9.660624319,9.660624319,9.191954694,9.191954694,8.252706604,8.252706604,6.919333409,6.919333409,-1.3,18.08148549,5.599719839,2.079251453,153.3413081,15.31958218,12.20793278,11.56648989,0,0,0,9.589074368,0,0,0,25.49659904,56.09196042,16.74788698,6.103966388,24.90865655,11.56648989,0,0,28.58369908,57.65659971,6.606881965,23.80116485,0,0,0,0,0,0,45.19797124,9.589074368,28.58369908,45.95158251,23.80116485,0,0,0,94.83,29.51013458,24.90865655,0,28.95195355,12.84164325,24.8355694,0,12.15204021,12.99975731,6.9237372,0,0,0,24.15898856,31.668515,-1.541445985,-0.22653883,0,7.682001818,3.341812769,0,0.714285714,26,3,5,4,0,4,0,0,0,5,3,5,2,3,0,3,4,1.5576,95.0484
0,slightly hygroscopic,152,44.0185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,3,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.2,8.975182843,8.975182843,0.177713322,-1.75,0.468908728,9.954545455,327.366,310.23,327.100125,120,0,0.224995997,-0.395995931,0.395995931,0.224995997,1.454545455,2.090909091,2.636363636,32.13348127,10.24107834,2.164558038,-2.014540743,2.131924513,-2.352377822,7.089563227,-0.689197864,2.745561514,5.41E-07,606.9637025,16.69830613,12.22243229,13.03892887,10.34544301,6.315286516,7.194939327,4.384656613,5.323976663,2.854594441,3.998537331,1.766777834,2.750856101,-2.33,17.72083884,8.195423214,5.220116521,130.3636902,26.16176617,11.64226728,12.2386844,5.510539274,0,0,0,9.967957042,4.567099648,0,11.33678588,6.9237372,26.14828436,15.52721773,14.76024609,17.15464866,0,9.967957042,0,26.81305243,12.34054944,48.98788532,0,0,10.30076712,5.817862778,0,11.33678588,26.76798544,12.96557803,29.16904569,21.95893118,11.70738285,0,0,0,142.11,5.086619043,0,0,6.606881965,24.6078453,11.25737949,4.877147194,17.53362945,19.35801367,14.53505669,26.16176617,2.111157407,1.650330189,17.77538166,23.72518284,10.00472828,1.216266934,0,2.469116644,4.714502708,0,0.416666667,22,3,9,0,0,0,0,2,2,8,2,10,4,0,0,0,2,0.36864,80.6856
0,no hygroscopic,153,47.1865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,3,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.98,8.975182843,8.975182843,0.177713322,-1.75,0.468908728,9.954545455,327.366,310.23,327.100125,120,0,0.224995997,-0.395995931,0.395995931,0.224995997,1.454545455,2.090909091,2.636363636,32.13348127,10.24107834,2.164558038,-2.014540743,2.131924513,-2.352377822,7.089563227,-0.689197864,2.745561514,5.41E-07,606.9637025,16.69830613,12.22243229,13.03892887,10.34544301,6.315286516,7.194939327,4.384656613,5.323976663,2.854594441,3.998537331,1.766777834,2.750856101,-2.33,17.72083884,8.195423214,5.220116521,130.3636902,26.16176617,11.64226728,12.2386844,5.510539274,0,0,0,9.967957042,4.567099648,0,11.33678588,6.9237372,26.14828436,15.52721773,14.76024609,17.15464866,0,9.967957042,0,26.81305243,12.34054944,48.98788532,0,0,10.30076712,5.817862778,0,11.33678588,26.76798544,12.96557803,29.16904569,21.95893118,11.70738285,0,0,0,142.11,5.086619043,0,0,6.606881965,24.6078453,11.25737949,4.877147194,17.53362945,19.35801367,14.53505669,26.16176617,2.111157407,1.650330189,17.77538166,23.72518284,10.00472828,1.216266934,0,2.469116644,4.714502708,0,0.416666667,22,3,9,0,0,0,0,2,2,8,2,10,4,0,0,0,2,0.36864,80.6856
1,very hygroscopic,154,50.6928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,10.71622729,10.71622729,0,-1.139346708,0.809757627,9.7,318.135,308.055,316.9986282,98,0,1,-0.54980482,1,0.54980482,1.05,1.65,2.25,,,,,,,,,2.350914848,2.00E-06,570.4873476,13.82806265,10.82098419,14.33284208,9.0753874,5.56468675,6.320615696,3.927590903,4.741991156,2.574583925,3.204524713,1.703810401,2.1957462,-0.71,17.34184033,7.910838524,4.400490339,148.7439317,15.21785318,0,0,0,0,29.55728603,0,0,0,0,47.46734805,23.7625527,18.07751319,15.7326529,39.45835061,40.54595762,0,0,0,6.420821623,5.316788604,58.0732876,0,0,39.98060203,11.37477255,0,23.20187978,5.969305288,11.21535881,0,5.563451492,42.46456948,10.04526663,0,0,52.16,5.969305288,9.901064579,0,35.97810766,26.98349067,0,0,42.46456948,0,5.316788604,23.20187978,0,12.12376582,10.71622729,14.71225148,1.80260897,-1.139346708,12.18206756,-0.175352183,0,0,0.071428571,20,1,3,0,0,0,2,0,2,3,1,6,4,0,0,0,2,0.0334,74.8977
1,hygroscopic,155,41.6942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237.88,12.42477557,12.42477557,0,-4.645436989,0.294393441,45.03846154,390.477,363.261,390.1476892,140,0,1,-0.725511487,1,0.725511487,1.115384615,1.769230769,2.461538462,,,,,,,,,2.81861957,1.96E-06,702.3203425,18.03516943,15.99309534,18.80959192,11.63361226,9.502888448,10.83622178,9.046647122,10.05559379,8.021635918,8.529503706,6.647355623,7.144955383,0.28,21.00006746,6.958053022,3.286106946,178.1213883,4.552749874,5.783244946,0,10.39900058,0,29.55728603,8.977622617,8.417796984,0,0,25.49659904,68.11445997,11.83581209,6.103966388,51.50545551,16.18224553,0,0,28.58369908,71.31801377,0,11.64912464,0,0,29.55728603,0,0,0,24.85775819,19.3766232,28.58369908,65.21404738,11.64912464,0,0,0,83.5,16.50296697,17.76508404,0,40.38726697,36.37860633,38.52492974,5.57310453,0,0,19.92349451,4.183085433,37.52707074,0,12.42477557,0,1.19809644,2.05458463,0,8.546422993,4.477819959,-4.645436989,0.842105263,26,0,5,4,0,4,0,0,0,5,0,7,2,3,0,3,4,0.3677,91.2802
1,very hygroscopic,156,57.0908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,70.67,4.17625,4.17625,0,0,0.818770342,8.083333333,209.12,195.008,208.0534038,70,0,0.041575568,-0.319363459,0.319363459,0.041575568,1.333333333,2.083333333,2.583333333,35.45400094,10.26016198,1.879578452,-1.963300312,1.915874819,-2.102741924,5.85402079,0.776350131,2.02957389,0,164.6530014,7.234204519,6.987324816,8.620317977,4.931851653,3.477587603,3.477587603,2.174628353,2.174628353,1.35728844,1.35728844,0.799078096,0.799078096,-0.31,14.22729601,8.78354537,5.354689685,85.60192613,5.316788604,0,0,0,0,0,4.983978521,0,0,24.81406632,6.066367068,19.18040612,24.8563496,0,0,24.81406632,0,10.30076712,0,6.420821623,13.59242839,30.08987277,0,0,5.316788604,0,0,24.81406632,18.57640691,6.420821623,0,5.693927995,24.39594478,0,0,0,24.92,0,0,0,24.81406632,0,18.65950602,0,0,31.44361676,10.30076712,0,0,0,4.17625,3.076176304,1.149861111,0,5.984332955,2.835648148,0.997037037,1.947361111,0.375,12,1,2,0,0,0,0,1,1,2,1,4,3,0,0,0,1,1.6871,56.3637
1,very hygroscopic,157,52.3549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,9.471342593,9.471342593,0,-0.553611111,0.689015404,11.84615385,203.669,189.557,203.0713064,74,0,0.115448789,-0.50795465,0.50795465,0.115448789,1.461538462,2.153846154,2.692307692,35.45300058,10.10354323,2.048634021,-2.09165055,2.165155013,-2.159288123,5.853016037,0.177164722,2.047528227,1.44E-06,237.5485556,8.974691495,7.396533609,8.21303019,5.736382105,3.853649708,3.853649708,2.668461859,2.668461859,1.652457316,1.652457316,1.043266217,1.043266217,-0.77,12.23,5.803917406,3.632002332,83.8176524,15.52984339,5.749511833,0,0,0,0,0,0,0,12.40703316,12.13273414,24.74385761,6.544756406,6.103966388,10.21305479,12.40703316,0,5.316788604,0,6.103966388,13.59242839,29.82891977,0,5.749511833,5.316788604,0,5.749511833,12.40703316,23.80548318,0,0,11.66741788,24.26546827,0,0,0,52.49,6.103966388,5.106527395,0,18.15654499,6.544756406,5.563451492,0,31.31314026,0,5.316788604,5.106527395,0,0,0,21.4237689,0.72625,0.183012094,6.627851474,-0.553611111,0.489537037,1.769858277,0.333333333,13,3,3,0,0,0,1,0,1,3,3,4,3,0,0,0,1,1.0668,54.2413
1,hygroscopic,158,50.5336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.35,8.770234207,8.770234207,0,0,0.674503343,15.18518519,413.389,383.149,412.1684336,150,0,0.069785866,-0.393980333,0.393980333,0.069785866,0.777777778,1.296296296,1.777777778,35.45400239,9.962249857,2.255091495,-2.393865596,2.288051299,-2.481812707,5.854066979,0.052188879,2.683364556,1.82E-06,538.4500799,17.32178019,15.57409287,17.20708603,12.3813414,9.131633229,9.131633229,6.437492447,6.437492447,4.790128359,4.790128359,3.490155202,3.490155202,-1.14,23.89866976,13.10710821,7.072113842,174.500778,9.843390349,0,0,0,0,0,9.799819462,0,0,24.81406632,60.66367068,11.12690298,32.72378203,25.86248672,9.843390349,24.81406632,0,9.799819462,0,6.041840829,52.54442792,71.79057367,0,0,0,0,0,24.81406632,67.45077478,4.736862954,0,17.16874381,60.66367068,0,0,0,35.94,0,0,0,31.42094829,19.25560476,32.72378203,11.12690298,0,0,70.46349015,9.843390349,5.393209567,0,5.024471923,8.770234207,2.710053941,0,21.8893151,0,6.379381932,0,0.428571429,27,1,4,0,1,1,2,0,2,4,1,6,8,0,1,1,3,3.2461,115.1408
0,slightly hygroscopic,159,48.689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,2,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,11.70490741,11.70490741,0.092685185,-0.900727513,0.681611095,23.57142857,217.29,202.17,217.0772643,80,0,0.325914586,-0.479712137,0.479712137,0.325914586,1.642857143,2.285714286,2.785714286,32.116867,10.13592666,2.34712522,-2.235373393,2.196915121,-2.428259791,7.797957932,-0.148902738,2.633033233,2.666969682,224.1928095,10.71517847,8.141265031,9.035692222,6.574586063,4.717313427,5.349768959,3.611517705,3.976666076,2.51637064,3.064093198,1.648397148,1.804582405,-0.71,11.36524454,4.682872741,2.203868687,88.68513508,10.00643713,6.041840829,0,5.907179729,0,5.969305288,4.794537184,4.794537184,12.62878915,0,6.9237372,12.84164325,18.21551606,0,14.69560176,24.50527417,0,4.899909731,5.917906046,25.80722127,12.29761001,0,0,0,0,0,0,12.62878915,40.22237298,9.589074368,5.917906046,19.76538045,0,0,0,0,57.61,12.01114612,9.589074368,0,11.82508578,18.71843164,6.420821623,4.899909731,6.9237372,0,12.62878915,5.106527395,0,4.033962113,23.98081349,8.874048091,0,-0.729454208,-0.620524691,1.349566327,2.333811099,0,0.777777778,14,1,4,0,1,1,0,0,0,3,2,5,3,0,1,1,1,0.6279,55.3878
